OBJECTID,EASTING,NORTHING
2548,520104,193517
2549,520183,193584
2550,519789,192929
2551,520055,193441
2552,519927,193371
2553,519789,192929
2554,520004,193215
2555,520052,192681
2556,520004,193215
2557,520098,193401
2558,520719,193357
2559,520719,193357
2560,520859,192856
2561,520719,193357
2562,520719,193357
2563,520887,193223
2564,520759,193459
2565,520884,192941
2566,520703,193156
2567,520843,193044
2568,520843,193044
2569,520719,193357
2570,520820,193193
2571,520843,193044
2572,520847,193126
2573,520394,192985
2574,520544,192995
2575,520544,192995
2576,520688,193273
2577,520884,192941
2578,520884,192941
2579,520498,192672
2580,520407,192614
2581,520338,192877
2582,520699,192592
2583,520533,192497
2584,520654,192746
2585,520860,192764
2586,520313,192703
2587,520860,192764
2588,520588,191861
2589,520489,192286
2590,520300,191905
2591,520503,192364
2592,520374,192333
2593,520503,192364
2594,520300,191905
2595,520300,191905
2596,519347,193022
2597,519568,193033
2598,519568,193033
2599,519568,193033
2600,519568,193033
2601,519663,192921
2602,519759,193045
2603,519717,193442
2604,519329,193361
2605,519893,193637
2606,519759,193045
2607,519717,193442
2608,519798,193621
2609,519168,193012
2610,518055,193349
2611,519072,192904
2612,519362,193596
2613,519188,193204
2614,519168,193012
2615,519393,193575
2616,519226,193698
2617,518402,192807
2618,518590,193005
2619,518590,193005
2620,518402,192807
2621,518402,192807
2622,518544,192679
2623,518402,192807
2624,518402,192807
2625,518544,192679
2626,518544,192679
2627,518544,192679
2628,518590,193005
2629,518544,192679
2630,518544,192679
2631,518553,192889
2632,518402,192807
2633,518402,192807
2634,518402,192807
2635,518553,192889
2636,518402,192807
2637,518590,193005
2638,518402,192807
2639,518402,192807
2640,518402,192807
2641,518544,192679
2642,518402,192807
2643,518762,192332
2644,519189,192261
2645,518962,192878
2646,519208,192686
2647,518932,192795
2648,519312,192453
2649,519281,192632
2650,519281,192632
2651,518932,192795
2652,519445,192755
2653,527895,192515
2654,528056,192962
2655,528212,192747
2656,528005,192274
2657,528056,192962
2658,528212,192747
2659,528212,192747
2660,528009,193173
2661,528056,192962
2662,527621,192438
2663,527980,193006
2664,527536,192170
2665,527536,192487
2666,527448,192451
2667,527506,192906
2668,527621,192438
2669,527621,192438
2670,528461,192370
2671,528662,191915
2672,528320,192100
2673,528958,191798
2674,528503,192072
2675,528310,192431
2676,528484,191967
2677,527705,192063
2678,527616,192108
2679,528383,192234
2680,527616,192108
2681,527616,192108
2682,528383,192234
2683,527616,192108
2684,528087,192197
2685,528070,192137
2686,528087,192197
2687,527726,192034
2688,527766,192256
2689,528159,192336
2690,527622,192186
2691,527616,192108
2692,527616,192108
2693,527616,192108
2694,527616,192108
2695,528159,192336
2696,527806,192055
2697,527806,192055
2698,527616,192108
2699,527704,192144
2700,527625,191916
2701,527526,191899
2702,527533,191984
2703,527571,191835
2704,527481,191986
2705,527772,191860
2706,527946,192045
2707,527533,191984
2708,527625,191916
2709,527533,191984
2710,527785,191976
2711,527298,192105
2712,527298,192105
2713,527092,192209
2714,527385,191853
2715,527092,192209
2716,527298,192105
2717,527298,192105
2718,527208,192083
2719,527208,192083
2720,527298,192105
2721,527269,192300
2722,522132,191550
2723,522077,191084
2724,522214,191471
2725,522210,191658
2726,522805,191635
2727,522132,191550
2728,522449,191419
2729,522408,191302
2730,522375,191520
2731,522210,191658
2732,522449,191419
2733,521928,191366
2734,521635,192175
2735,521960,192221
2736,521635,192175
2737,521635,192175
2738,521635,192175
2739,521960,192221
2740,521800,192875
2741,522029,192310
2742,521960,192221
2743,521635,192175
2744,522414,192484
2745,521760,192354
2746,521814,192200
2747,521814,192200
2748,521814,192200
2749,521429,191993
2750,521814,192200
2751,521814,192200
2752,521814,192200
2753,521317,192929
2754,521217,192680
2755,521311,192051
2756,521169,192549
2757,520958,192800
2758,520958,192800
2759,521069,192886
2760,521217,192680
2761,521217,192680
2762,521721,192291
2763,520920,192763
2764,520920,192763
2765,521311,192051
2766,521311,192051
2767,521363,191964
2768,521474,192113
2769,521311,192051
2770,521363,191964
2771,520998,192742
2772,522847,191435
2773,522716,191728
2774,522902,192288
2775,522847,191435
2776,523164,191562
2777,522847,191435
2778,523164,191562
2779,522847,191435
2780,522847,191435
2781,522847,191435
2782,522847,191435
2783,523951,191679
2784,524164,191251
2785,524139,191174
2786,524121,191349
2787,524121,191349
2788,524121,191349
2789,524070,191293
2790,524429,190981
2791,523853,191780
2792,523990,191478
2793,523990,191478
2794,524298,191206
2795,523990,191478
2796,524121,191349
2797,524164,191251
2798,524296,191072
2799,524121,191349
2800,524526,191003
2801,524139,191174
2802,524164,191251
2803,524164,191251
2804,524296,191072
2805,524296,191072
2806,522383,192951
2807,522085,192575
2808,522085,192575
2809,522085,192575
2810,521786,193063
2811,522085,192575
2812,522383,192951
2813,522227,192582
2814,522145,192666
2815,522383,192951
2816,522178,193204
2817,523318,191672
2818,523318,191672
2819,523318,191672
2820,523318,191672
2821,519785,192142
2822,519406,192140
2823,519406,192140
2824,519406,192140
2825,519474,192347
2826,519406,192140
2827,519406,192140
2828,519406,192140
2829,519527,192086
2830,519527,192086
2831,519431,191982
2832,519406,192140
2833,519431,191982
2834,519431,191982
2835,519527,192086
2836,519406,192140
2837,519787,192264
2838,519431,191982
2839,519431,191982
2840,519785,192142
2841,519527,192086
2842,519527,192086
2843,519236,191833
2844,519236,191833
2845,519406,191869
2846,519406,191869
2847,519236,191833
2848,519236,191833
2849,519236,191833
2850,519309,192281
2851,519406,191869
2852,519438,191840
2853,519236,191833
2854,519236,191833
2855,519285,191970
2856,519236,191833
2857,519469,191857
2858,519276,191821
2859,519469,191857
3027,526391,192271
3028,526428,191980
3029,526629,192128
3030,526309,191770
3031,526499,192233
3032,526477,192508
3033,526423,192153
3034,526391,192271
3035,526391,192271
3036,525238,193049
3037,525122,193077
3038,524968,192360
3039,525166,192546
3040,524872,192126
3041,524872,192126
3042,524872,192126
3043,525174,192038
3044,524850,192297
3045,525682,191554
3046,525565,191700
3047,525682,191554
3048,525682,191554
3049,525682,191554
3050,525682,191554
3051,525187,191172
3052,525279,191618
3053,525394,191394
3054,525481,191568
3055,524708,191085
3056,524845,191278
3057,524882,191447
3058,524826,191062
3059,524882,191447
3060,521219,191020
3061,521256,190896
3062,521261,190971
3063,520696,190904
3064,520672,190952
3065,521219,191020
3066,520941,191039
3067,521019,190844
3068,520941,191039
3069,521019,190844
3070,521129,190943
3071,520696,190904
3072,520672,190952
3073,520672,190952
3074,520704,191612
3075,520848,191539
3076,520848,191539
3077,521119,191341
3078,521046,191512
3079,521131,191058
3080,521046,191512
3081,521263,191222
3082,521263,191222
3083,520925,191893
3084,520925,191893
3085,520907,192385
3086,520688,192032
3087,520862,192146
3088,521002,191905
3089,521002,191905
3090,520688,192032
3091,520600,191658
3092,521272,191623
3093,521321,191318
3094,521321,191318
3095,521090,191710
3096,521272,191623
3097,521341,191533
3098,520833,191706
3099,521339,191753
3100,521339,191753
3101,521039,191669
3102,521039,191669
3103,521039,191669
3104,528271,190832
3105,528219,190584
3106,528271,190832
3107,528496,190725
3108,528496,190725
3109,528219,190584
3110,528324,191030
3111,528352,190678
3112,528352,190678
3113,528352,190678
3114,528264,190492
3115,528324,191030
3116,528271,190832
3117,528650,191053
3118,528507,190828
3119,528568,191077
3120,528507,190828
3121,528486,191129
3122,528650,191053
3123,528509,190905
3124,528577,191541
3125,528577,191541
3126,528577,191541
3127,528577,191541
3128,528409,191496
3129,528370,191371
3130,528370,191371
3131,528190,190684
3132,528136,191486
3133,528295,191252
3134,527851,191459
3135,527851,191459
3136,527851,191459
3137,527851,191459
3138,527851,191459
3139,527851,191459
3140,527851,191459
3141,527851,191459
3142,527851,191459
3143,527851,191459
3144,527851,191459
3145,527851,191459
3146,527851,191459
3147,527851,191459
3148,527851,191459
3149,527851,191459
3150,527851,191459
3151,527956,190989
3152,527851,191459
3153,527851,191459
3154,527851,191459
3155,527851,191459
3156,528295,191252
3157,528077,191168
3158,528362,191308
3159,527851,191459
3160,527851,191459
3161,527851,191459
3162,527851,191459
3163,527851,191459
3164,528370,191040
3165,527851,191459
3166,527992,190767
3167,527851,191459
3168,527851,191459
3169,527851,191459
3170,527851,191459
3171,527851,191459
3172,527851,191459
3173,527851,191459
3174,527851,191459
3175,527851,191459
3176,527851,191459
3177,527851,191459
3178,527851,191459
3179,527851,191459
3180,527851,191459
3181,527851,191459
3182,528255,191782
3183,528353,191778
3184,528254,191636
3185,528083,191638
3186,528346,191888
3187,528225,191529
3188,527327,191700
3189,527286,191856
3190,527175,191460
3191,527054,191525
3192,527054,191525
3193,527327,191700
3194,527078,191367
3195,526929,191681
3196,527286,191856
3197,527175,191460
3198,527040,191770
3199,527078,191367
3200,526929,191681
3201,527040,191770
3202,527175,191460
3203,527503,191306
3204,525444,190473
3205,525444,190473
3206,525742,189989
3207,525742,189989
3208,525631,190204
3209,525631,190204
3210,525760,190231
3211,525750,190332
3212,525652,190826
3213,525524,190886
3214,525446,190788
3215,525305,190912
3216,525305,190912
3217,525305,190912
3218,525305,190912
3219,525305,191502
3220,525305,190912
3221,525305,190912
3222,525305,190912
3223,525283,190892
3224,525245,190883
3225,525283,190892
3226,525283,190892
3227,525414,191082
3228,525305,190912
3229,525222,190823
3230,525283,190892
3231,525245,190883
3232,525305,190912
3233,525305,190912
3234,525305,190912
3235,525305,190912
3236,525305,190912
3237,525221,190737
3238,525305,190912
3239,525305,190912
3240,525396,191062
3241,525283,190892
3242,525305,190912
3243,525305,190912
3244,525305,190912
3245,525305,190912
3246,525396,191062
3247,525521,191019
3248,525521,191019
3249,525692,191385
3250,525643,191333
3251,525521,191019
3252,519772,191079
3253,520095,191039
3254,520139,190959
3255,520095,191039
3256,519772,191079
3257,519772,191079
3258,519823,190996
3259,519772,191079
3260,519732,190989
3261,520139,190959
3262,520095,191039
3263,520095,191039
3264,520139,190959
3265,520139,190959
3266,520098,190876
3267,519666,191172
3268,519772,191079
3269,520095,191039
3270,519772,191079
3271,519772,191079
3272,520139,190959
3273,520095,191039
3274,519936,190984
3275,520139,190959
3276,520139,190959
3277,519936,190984
3278,519875,190962
3279,520009,190826
3280,519947,190762
3281,519772,191079
3282,520170,190694
3283,520015,190939
3284,520139,190959
3285,520015,190939
3286,520015,190939
3287,519872,191366
3288,519732,190989
3289,519666,191172
3290,519772,191079
3291,520170,190694
3292,519772,191079
3293,519936,190984
3294,519772,191079
3295,519772,191079
3296,520095,191039
3297,519772,191079
3298,520098,190876
3299,519772,191079
3300,520882,191364
3301,520728,191329
3302,520882,191364
3303,520807,191202
3304,520807,191202
3305,520247,190604
3306,520903,190629
3307,520796,190751
3308,520454,190421
3309,520247,190604
3310,520247,190604
3311,520765,190537
3312,520390,190247
3313,520247,190604
3314,520247,190604
3315,520247,190604
3316,520247,190604
3317,520247,190604
3318,520712,190690
3319,520589,190670
3320,520903,190629
3321,520247,190604
3322,520168,190629
3323,520367,190824
3324,520641,190845
3325,520367,190824
3326,520168,190629
3327,520367,190824
3328,520177,190449
3329,520177,190449
3330,520177,190449
3331,520367,190824
3332,520641,190845
3333,520367,190824
3334,520177,190449
3335,520367,190824
3336,520177,190449
3337,520177,190449
3338,520177,190449
3339,520177,190449
3340,520177,190449
3341,520367,190824
3342,520168,190629
3343,520177,190449
3344,520390,190346
3345,520166,190546
3346,520166,190546
3347,520177,190449
3348,520177,190449
3349,520390,190346
3350,520062,190551
3351,520667,190822
3352,520062,190551
3353,520062,190551
3354,520522,190811
3355,520367,190824
3356,520234,190897
3357,520166,190546
3358,520166,190546
3359,520460,190789
3360,520062,190551
3361,520367,190824
3362,519997,190632
3363,520168,190629
3364,520177,190449
3365,520177,190449
3366,520245,190498
3367,520460,190789
3368,520177,190449
3369,521158,190332
3370,521251,190121
3371,520521,190026
3372,520512,190184
3373,520667,190097
3374,521044,190372
3375,520632,190043
3376,521251,190121
3377,521044,190372
3378,521251,190121
3379,521044,190372
3380,520774,189968
3381,521251,190121
3382,520774,189968
3383,521245,190330
3384,521158,190332
3385,521158,190332
3386,521170,190344
3387,520037,191227
3388,520368,191137
3389,520037,191227
3390,520350,191429
3391,520200,191363
3392,520022,191221
3393,520317,191431
3394,520037,191227
3395,520350,191429
3396,520040,191428
3397,523802,189940
3398,523802,189940
3399,523416,190306
3400,523416,190306
3401,523441,190230
3402,523802,189940
3403,524152,189963
3404,523777,190039
3405,523622,190089
3406,523622,190089
3407,523743,189901
3408,524041,190174
3409,523441,190230
3410,524009,189592
3411,523802,189940
3412,523416,190306
3413,523883,190072
3414,523622,190089
3415,523007,190425
3416,524009,189592
3417,524009,189592
3418,523870,190209
3419,524160,190674
3420,523870,190209
3421,524239,190370
3422,524347,190791
3488,521626,190560
3489,521724,190725
3490,521615,190717
3491,521681,190974
3492,521837,190859
3493,521577,191114
3494,521664,191102
3495,521681,190974
3496,521577,191114
3497,521681,190974
3498,521577,191114
3499,521664,191102
3500,521664,191102
3501,521577,191114
3502,521751,191114
3503,521577,191114
3504,521577,191114
3505,521577,191114
3506,521751,191114
3507,521681,190974
3508,521751,191114
3509,521751,191114
3510,521488,190869
3511,521582,190673
3512,521427,190986
3513,521582,190673
3514,521427,190986
3515,521323,190662
3516,521582,190673
3517,521377,191062
3518,521323,190662
3519,521377,190924
3520,521543,191255
3521,521408,191203
3522,521488,190869
3523,521488,190869
3524,521377,190924
3525,521265,190593
3526,521380,190855
3527,521427,190986
3528,521265,190593
3529,521488,190869
3530,521377,190924
3531,521582,190673
3532,521488,190869
3533,521524,190356
3534,521879,190411
3535,521648,190129
3536,521524,190356
3537,521813,190372
3538,521524,190356
3539,521592,190347
3540,521879,190411
3541,521610,190448
3542,521524,190356
3543,521610,190448
3544,521491,190591
3545,521813,190372
3546,521524,190356
3547,526242,190123
3548,526586,190441
3549,526550,190414
3550,526586,190441
3551,526586,190441
3552,526586,190441
3553,526237,189879
3554,526333,190224
3555,526550,190414
3556,526192,189822
3557,527008,190116
3558,527008,190116
3559,527008,190116
3560,526976,189928
3561,526976,189928
3562,526850,190360
3563,526995,190305
3564,527533,189746
3565,527533,189746
3566,527626,189745
3567,527533,189746
3568,527533,189746
3569,527533,189746
3570,527533,189746
3571,526676,190634
3572,526832,190755
3573,526823,190855
3574,526823,190855
3575,526612,190317
3576,526745,190442
3577,526676,190634
3578,526676,190634
3579,526832,190755
3580,526676,190634
3581,526832,190755
3582,526700,190486
3583,525908,190515
3584,526596,191093
3585,526552,190885
3586,526342,190801
3587,526596,191093
3588,526302,190906
3589,526459,191363
3590,526596,191093
3591,526700,190862
3592,526253,191121
3593,526253,191121
3594,526361,190989
3595,526596,191093
3596,526625,190915
3597,526501,191183
3598,526343,191485
3599,526552,190885
3600,526596,191093
3601,526596,191093
3602,526596,191093
3603,526552,190885
3604,526596,191093
3605,526552,190885
3606,526552,190885
3607,526596,191093
3608,526715,191359
3609,526625,190915
3610,526501,191183
3611,526501,191183
3612,526625,190915
3613,526625,190915
4071,527252,189087
4072,527079,189152
4073,527252,189087
4074,526985,189130
4075,527201,188881
4076,527252,189087
4077,526413,189198
4078,525799,189117
4079,526116,189517
4080,526332,189042
4081,526071,189160
4082,525903,189175
4083,526131,188210
4084,526218,188571
4085,526360,188202
4086,526329,188494
4087,524094,188886
4088,524094,188886
4089,523750,188634
4090,523750,188634
4091,523750,188634
4092,523855,188990
4093,523872,188731
4094,523855,188990
4095,523716,189233
4096,523799,189169
4097,523799,189169
4098,523716,189233
4099,523716,189233
4100,523914,189301
4101,524106,189289
4102,523983,189281
4103,523799,189169
4104,523675,189070
4305,524510,187688
4306,524569,187663
4307,524208,187267
4308,524208,187267
4309,524267,187422
4310,524510,187688
4311,524510,187688
4312,524447,187736
4313,524510,187688
4314,524208,187267
4315,524267,187455
4316,524642,187657
4317,524113,188538
4318,524113,188538
4319,524113,188538
4320,523965,188250
4321,523965,188250
4322,524113,188538
4323,524347,188202
4324,524113,188538
4325,523965,188250
4326,524132,188264
4327,524132,188264
4328,524421,188137
4329,524005,188178
4330,524005,188178
4331,524005,188178
4332,524005,188178
4333,524005,188178
4334,524287,188130
4335,524005,188178
4336,524120,188098
4337,524120,188098
4338,524005,188178
4339,524005,188178
4340,523944,188072
4341,524037,187961
4342,523944,188072
4343,524506,188222
4344,524287,188130
4345,524287,188130
4346,524572,187987
4347,524005,188178
4348,524287,188130
4349,524287,188130
4350,523944,188072
4351,524490,188106
4352,524529,188040
4353,524113,187756
4354,524005,187689
4355,524005,187689
4356,524005,187689
4357,523677,187916
4358,523880,187709
4359,523880,187709
4360,523880,187709
4361,523880,187709
4362,523880,187709
4363,523880,187709
4364,523880,187709
4365,523880,187709
4366,523880,187709
4367,523880,187709
4368,524128,187712
4369,523880,187709
4370,523880,187709
4371,523880,187709
4372,523880,188021
4373,523880,187709
4374,523880,187709
4375,523880,187709
4376,523880,187709
4377,523880,187709
4378,523880,187709
4379,523880,187709
4380,524335,187643
4381,524260,187996
4382,524391,187852
4383,524153,187588
4384,524335,187643
4385,524153,187588
4386,524562,189193
4387,524806,189412
4388,524562,189193
4389,524562,189193
4390,524320,188618
4391,524285,188763
4392,524248,189076
4393,524703,189152
4394,524479,189041
4395,524248,189076
4396,524479,189041
4397,524479,189041
4398,524248,189076
4399,524479,189041
4400,524248,189076
4401,524285,188763
4402,524248,189076
4403,524479,189041
4404,525074,186931
3614,526342,190801
3615,526715,191359
3616,526342,190801
3617,526596,191093
3618,526501,191183
3619,526552,190885
3620,526552,190885
3621,526596,191093
3622,526552,190885
3623,526552,190885
3624,526552,190885
3625,526147,190664
3626,526120,190921
3627,526147,190664
3628,526190,190962
3629,526049,191113
3630,524918,190249
3631,524985,190477
3632,524701,190135
3633,524985,190477
3634,524918,190249
3635,524985,190477
3636,524701,190135
3637,524701,190135
3638,524701,190135
3639,524985,190477
3640,524985,190477
3641,524985,190477
3642,524985,190477
3643,524918,190249
3644,525138,190599
3645,525294,190538
3646,525203,190658
3647,524959,190510
3648,525138,190599
3649,524918,190249
3650,525203,190658
3651,524630,190387
3652,524348,190155
3653,524317,189899
3654,524397,189967
3655,524317,189899
3656,524348,190155
3657,524704,190156
3658,524348,190155
3659,524492,190162
3660,524630,190387
3661,524492,190162
3662,524348,190155
3663,524310,190048
3664,524348,190155
3665,524348,190155
3666,524348,190155
3667,524317,189899
3668,524259,189938
3669,524492,190162
3670,524791,190238
3671,524457,190249
3672,524397,189967
3673,524348,190155
3674,524492,190162
3675,524348,190155
3676,524791,190238
3677,524128,189532
3678,524128,189532
3679,524067,189848
3680,524252,189745
3681,524054,189824
3682,524630,189496
3683,524203,189406
3684,524227,189519
3685,524054,189824
3686,524252,189745
3687,524203,189406
3688,524842,189708
3689,524434,189481
3690,524533,189730
3691,524842,189708
3692,524054,189824
3693,524067,189848
3694,525083,189923
3695,525125,189794
3696,524780,189972
3697,524780,189972
3698,524780,189972
3699,524780,189972
3700,525000,189963
3701,525069,190077
3702,525222,189956
3703,525222,189956
3704,524602,189983
3705,525083,189983
3706,525125,189794
3707,524602,189983
3708,525298,189671
3709,525060,189595
3710,525060,189595
3711,525454,190073
3712,525454,190073
3713,525665,189988
3714,525454,190073
3715,524855,189471
3716,524855,189471
3717,524898,189515
3718,525106,189482
3719,524898,189515
3720,524855,189471
3721,525060,189595
3722,525454,190073
3723,524855,189471
3724,525298,189671
3725,527027,189766
3726,526693,189827
3727,526693,189827
3728,526914,189972
3729,526950,189733
3730,526914,189972
3731,526911,189817
3732,526914,189972
3733,526563,190007
3734,526588,190234
3735,526434,190009
3736,526588,190234
3737,526467,190153
3738,526588,190234
3739,526308,189799
3740,526436,190172
3741,526360,189755
3742,526493,190052
3743,526571,189432
3744,526912,189467
3745,526695,189456
3746,526571,189432
3747,527109,189638
3748,526695,189456
3749,526695,189456
3750,526695,189456
3751,527166,189576
3752,527166,189576
3753,527252,189506
3754,527252,189506
3755,527246,189432
3756,527320,189793
3757,527359,189408
3758,527587,189175
3759,526729,189973
3760,526753,189998
3761,526729,189973
3762,526642,190060
3763,526729,189973
3764,526729,189973
3765,526635,190139
3766,526635,190139
3767,526683,190145
3768,526729,189973
3769,526729,189973
3770,521150,189374
3771,521587,189405
3772,521284,189393
3773,521587,189405
3774,521284,189393
3775,521417,189234
3776,521587,189405
3777,521384,189437
3778,521511,189426
3779,520998,189356
3780,520998,189356
3781,521147,189710
3782,520998,189356
3783,520998,189356
3784,521147,189710
3785,520998,189356
3786,520998,189356
3787,520998,189356
3788,521049,189659
3789,520870,189661
3790,520998,189356
3791,520998,189356
3792,520998,189356
3793,520998,189356
3794,520827,189721
3795,521049,189659
3796,520870,189661
3797,521049,189659
3798,521054,189431
3799,521054,189431
3800,521054,189431
3801,521147,189710
3802,520870,189661
3803,520870,189661
3804,520870,189661
3805,520998,189356
3806,521439,190246
3807,521270,189967
3808,521249,190003
3809,521509,190139
3810,521167,189811
3811,521362,190137
3812,521396,190207
3813,521396,190207
3814,521239,189057
3815,521239,189057
3816,521239,189057
3817,521239,189057
3818,521239,189057
3819,521418,189808
3820,521309,188961
3821,521239,189057
3822,521309,188961
3823,521239,189057
3824,521639,189264
3825,521239,189057
3826,521239,189057
3827,521523,189540
3828,521309,188961
3829,521639,189264
3830,521239,189057
3831,521239,189057
3832,521416,189072
3833,521639,189264
3834,521416,189072
3835,521895,190244
3836,521450,189704
3837,521916,190024
3838,521916,190024
3839,521916,190024
3840,521916,190024
3841,521679,190089
3842,521916,190024
3843,521915,190137
3844,521915,190137
3845,521915,190137
3846,521915,190137
3847,522422,189871
3848,522345,190211
3849,522446,189275
3850,522823,189360
3851,522345,190211
3852,522345,190211
3853,522345,190211
3854,522410,189328
3855,522414,189652
3856,522405,189263
3857,522823,189360
3858,522823,189360
3859,522823,189360
3860,522823,189360
3861,522823,189360
3862,522823,189360
3863,522823,189360
3864,522823,189360
3865,522823,189360
3866,522823,189360
3867,522823,189360
3868,522405,189263
3869,522823,189360
3870,522422,189871
3871,522823,189360
3872,522481,190527
3873,522331,190462
3874,522449,190041
3875,523036,189885
3876,523136,190115
3877,523036,189885
3878,523036,189885
3879,522938,190124
3880,523425,190140
3881,523126,189968
3882,522938,190124
3883,522274,189075
3884,522274,189075
3885,522238,188874
3886,522403,188759
3887,522350,188582
3888,522493,189013
3889,522238,188874
3890,522671,188902
3891,522274,189075
3892,522939,188609
3893,522928,188613
3894,522928,188613
3895,522939,188609
3896,522939,188609
3897,522939,188609
3898,522939,188609
3899,522782,189146
3900,522928,188613
3901,523351,188769
3902,523562,188863
3903,523442,188956
3904,522928,188613
3905,522928,188613
3906,522939,188609
3907,522939,188609
3908,522702,189057
3909,523442,188956
3910,522928,188613
3911,522928,188613
3912,522928,188613
3913,522939,188609
3914,523453,188868
3915,522939,188609
3916,523026,188855
3917,523453,188868
3918,523453,188868
3919,523453,188868
3920,523453,188868
3921,523484,188920
3922,523675,189514
3923,523415,189721
3924,523593,189998
3925,523593,189998
3926,523608,189757
3927,523725,189584
3928,523806,189704
3929,523321,189436
3930,523367,189335
3931,523367,189335
3932,523367,189335
3933,523321,189436
3934,523516,189228
3935,523516,189228
3936,523367,189335
3937,523516,189228
3938,523367,189335
3939,523367,189335
3940,523367,189335
3941,523367,189335
3942,523367,189335
3943,523367,189335
3944,523074,189808
3945,523086,189400
3946,523086,189400
3947,522899,189505
3948,523011,189822
3949,523183,189424
3950,523183,189424
3951,523086,189400
3952,522753,189680
3953,522988,189326
3954,523086,189400
3955,523183,189424
3956,522981,189469
3957,522981,189469
3958,523088,189489
3959,522981,189469
3960,522959,189297
3961,522943,189199
3962,522841,189185
3963,522841,189185
3964,522988,189326
3965,522841,189185
3966,522841,189185
3967,523336,189023
3968,523307,189116
3969,523342,188862
3970,523307,189116
3971,523442,189104
3972,523145,189235
3973,523307,189116
3974,523442,189104
3975,523134,188916
3976,523342,189178
3977,523442,189104
3978,523330,189054
3979,523286,188901
3980,523342,188862
3981,523436,189116
3982,523342,189178
3983,523450,189066
3984,523450,189066
3985,523307,189116
3986,523145,189235
3987,523342,189178
3988,523280,189055
3989,523145,189235
3990,523330,189054
3991,523286,188901
3992,523436,189116
3993,523330,189054
3994,523248,189286
3995,522853,188382
3996,522679,188335
3997,522679,188335
3998,522853,188382
3999,522853,188382
4000,522679,188335
4001,522677,188546
4002,522679,188335
4003,522782,188655
4004,522608,188710
4005,522739,188590
4006,522853,188382
4007,523068,188253
4008,522739,188590
4009,522677,188546
4010,522733,188790
4011,522733,188790
4012,522733,188790
4013,522733,188790
4014,522733,188790
4015,522782,188655
4016,522733,188790
4017,522677,188546
4018,522608,188710
4019,522608,188710
4020,522608,188710
4021,522508,188274
4022,522608,188710
4023,522739,188590
4024,522679,188335
4025,522739,188590
4026,522733,188790
4027,522782,188655
4028,522733,188790
4029,522733,188790
4030,522733,188790
4031,522782,188655
4032,522733,188790
4033,522733,188790
4034,522733,188790
4035,522733,188790
4036,522733,188790
4037,526276,189662
4038,526227,189540
4039,526276,189662
4040,526227,189540
4041,526726,188644
4042,525667,187635
4043,526828,188192
4044,526067,187716
4045,526719,187440
4046,526465,188355
4047,526649,187228
4048,526626,188314
4049,526032,187898
4050,525901,188668
4051,525773,188722
4052,525944,188253
4053,526041,188966
4054,526041,188966
4055,525944,188253
4056,525773,188722
4057,525870,188553
4058,526062,188718
4059,526026,188647
4060,526026,188647
4061,526041,188966
4062,527079,189152
4063,527079,189152
4064,526586,188919
4065,526892,188875
4066,526548,189174
4067,526586,188919
4068,527201,188881
4069,527252,189087
4070,527252,189087
4238,521772,188935
4239,521672,188972
4240,522200,187635
4241,522200,187635
4242,522121,187734
4243,522475,187435
4244,522138,187566
4245,522224,187779
4246,522200,187635
4247,522089,187936
4248,522056,187667
4249,522012,187634
4250,522089,187936
4251,522124,187888
4252,522124,187888
4253,522000,188021
4254,522224,187779
4255,522224,187779
4256,522089,187936
4257,522224,187779
4258,522200,187635
4259,522201,188194
4260,522365,188282
4261,522247,188185
4262,522247,188185
4263,522365,188282
4264,522347,188018
4265,522461,188125
4266,522247,188185
4267,522347,188018
4268,522461,188125
4269,522461,188125
4270,522461,188125
4271,521967,188004
4272,521967,188004
4273,521228,188227
4274,521967,188004
4275,521967,188004
4276,521967,188004
4277,521967,188004
4278,521847,188114
4279,522009,187797
4280,522009,187797
4281,521608,188372
4282,521821,188095
4283,521608,188372
4284,521821,188095
4285,521847,188114
4286,521847,188114
4287,521207,188417
4288,521127,188385
4289,521534,188632
4290,522054,188279
4291,522424,188415
4292,522101,188117
4293,522101,188117
4294,522424,188415
4295,522141,188309
4296,522040,188156
4297,522141,188309
4298,522101,188117
4299,522424,188415
4300,522040,188156
4301,522054,188279
4302,524208,187267
4303,524208,187267
4304,524642,187657
4105,523814,189345
4106,523799,189169
4107,523914,189301
4108,524106,189289
4109,523528,188030
4110,522941,188123
4111,522971,188507
4112,522971,188507
4113,522723,187983
4114,522971,188507
4115,523907,188329
4116,523543,188693
4117,523574,188537
4118,523181,188636
4119,523481,188739
4120,523220,188656
4121,523220,188656
4122,523639,188696
4123,523591,188370
4124,523220,188656
4125,523396,188699
4126,523481,188739
4127,523730,188379
4128,523639,188696
4129,525447,189187
4130,525447,189187
4131,525640,188908
4132,525640,188908
4133,525317,189304
4134,525401,188946
4135,525317,189304
4136,525502,189324
4137,525401,188946
4138,525447,189187
4139,525473,188874
4140,525385,189328
4141,525317,189304
4142,525472,189492
4143,525472,189492
4144,524937,188723
4145,525078,188809
4146,525184,188459
4147,525018,189058
4148,525184,188459
4149,525236,188986
4150,524868,188929
4151,524845,188834
4152,524795,188654
4153,524795,188654
4154,524865,188706
4155,524795,188654
4156,524930,188286
4157,524931,189192
4158,524795,188654
4159,524862,188473
4160,525271,189354
4161,524795,188654
4162,524790,189082
4163,524862,188473
4164,524796,188883
4165,524809,188722
