OBJECTID,EASTING,NORTHING
554,549692,184964
555,549434,185104
556,549377,185639
557,549069,185605
558,549069,185605
559,549135,185417
560,549135,185417
561,549541,185756
562,549308,185547
563,549541,185756
564,549541,185756
565,549541,185756
566,549027,185240
567,549027,185240
568,549135,185417
569,549541,185756
570,549027,185240
571,549308,185547
572,549308,185547
573,548875,185589
574,548875,185589
575,548718,185576
576,548828,185707
577,548718,185576
578,548924,185441
579,548875,185589
580,549024,185690
581,549024,185690
582,549075,185112
583,549133,185298
584,549075,185112
585,549629,185189
586,549629,185189
587,549629,185189
588,549629,185189
589,548603,185308
590,548556,185432
591,548398,185387
592,548556,185432
593,548573,185400
594,548556,185432
595,548449,185357
596,548151,185360
597,548323,185367
598,548323,185367
599,550348,185426
600,546000,184017
601,545821,184189
602,545821,184189
603,546542,183667
604,546635,183759
605,546103,183595
606,546635,183759
607,546103,183595
608,546103,183595
609,546103,183595
610,546630,183872
611,546103,183595
612,546807,184091
613,546524,183794
614,546899,183903
615,546649,183841
616,546807,184091
617,546903,184049
618,546243,183667
619,546243,183667
620,546653,184055
621,546243,183667
622,546565,184018
623,546542,183667
624,546506,183891
625,546635,183759
626,546243,183667
627,546074,183780
628,547208,183952
629,547232,184155
630,543631,183986
631,543631,183986
632,544123,183614
633,544191,183315
634,544191,183315
635,543911,183439
636,543909,183507
637,543717,183966
638,544261,183480
639,543717,183966
640,543717,183966
641,543717,183966
642,544142,183463
643,543717,183966
644,544183,183597
645,543717,183966
646,543717,183966
647,544123,183614
648,543717,183966
649,543909,183507
650,544261,183480
651,543717,183966
652,543717,183966
653,543717,183966
654,543717,183966
655,543967,183725
656,543717,183966
657,544183,183597
658,543967,183725
659,544123,183614
660,544191,183315
661,543967,183725
662,544261,183480
663,544123,183614
664,543717,183966
665,543911,183439
666,543717,183966
667,543717,183966
668,543717,183966
669,543717,183966
670,543717,183966
671,543717,183966
672,546407,183181
673,546119,183315
674,546119,183315
675,546734,182949
676,546734,182949
677,546734,182949
678,550348,185426
679,550032,185802
680,550039,185629
681,550032,185802
682,550032,185802
683,549699,185593
684,550233,185928
685,550032,185802
686,550039,185629
687,550032,185802
688,550039,185629
689,549989,185322
690,550060,185162
691,550127,185118
692,550060,185162
693,550174,185225
694,550060,185162
695,549886,185213
696,550261,185135
697,550174,185225
698,550060,185162
699,549886,185213
700,549886,185213
701,549989,185322
702,550898,184808
703,550977,184741
704,550898,184808
705,550977,184741
706,550916,184608
707,550403,184705
708,550977,184741
709,550811,184654
710,550898,184808
711,550099,184842
712,550727,184892
713,550135,184907
714,549992,184850
715,550606,184922
716,549992,184850
717,550006,184752
718,549992,184850
719,550006,184752
720,549992,184850
721,550135,184907
722,550006,184752
723,546099,185244
724,546147,185496
725,546147,185496
726,546260,185197
727,546147,185496
728,546260,185197
729,546021,185232
730,546021,185232
731,546339,185217
732,546021,185232
733,546099,185244
734,546260,185197
735,546143,184911
736,546147,185496
737,546021,185232
738,546147,185496
739,546021,185232
740,546021,185232
741,546099,185244
742,546021,185232
743,546339,185217
744,545952,185056
745,546339,185217
746,546339,185217
747,546339,185217
748,545776,185366
749,545715,185096
750,545723,185273
751,545723,185273
752,545723,185273
753,545784,185046
754,545776,185366
755,545650,184889
756,545650,184889
757,545860,185029
758,545609,184796
759,545875,184888
760,545827,184731
761,545875,184888
762,545860,185029
763,545650,184889
764,545650,184889
765,545523,184624
766,545252,184913
767,545294,184753
768,545252,184913
769,545324,185043
770,545252,184913
771,545252,184913
772,545252,184913
773,545324,185043
774,545252,184913
775,545324,185043
776,545324,185043
777,545324,185043
778,545324,185043
779,545324,185043
780,545324,185043
781,545324,185043
782,545324,185043
783,545523,184624
784,545324,185043
785,545523,184624
786,545176,185076
787,545294,184753
788,545232,184703
789,545252,184913
790,545324,185043
791,545346,184445
792,545395,184291
793,545944,184323
794,546002,184498
795,545825,184508
796,546002,184498
797,545936,184405
798,545346,184445
799,545944,184323
800,545825,184508
801,545825,184508
802,545499,184316
803,545635,184405
804,545346,184445
805,545346,184445
806,545668,184424
807,545536,184424
808,547631,184191
809,547289,184199
810,547382,183987
811,547273,184265
812,547648,184130
813,547648,184130
814,547631,184191
815,547648,184130
816,547648,184130
817,547631,184191
818,547670,184430
819,547670,184430
820,547783,184234
821,547382,183987
822,547783,184234
823,547631,184191
824,547670,184430
825,547670,184430
826,546864,184928
827,546862,185136
828,546741,185270
829,546577,185299
830,546864,184928
831,546862,185136
832,546864,184928
833,547147,185147
834,547147,185147
835,547187,185030
836,547147,185147
837,547044,185073
838,547029,184994
839,547300,185066
840,547035,185302
841,547029,184994
842,547029,184994
843,547147,185147
844,547741,184609
845,547384,184420
846,547384,184420
847,547741,184609
848,547384,184420
849,547442,184440
850,547467,184738
851,547371,184855
852,547406,184791
853,547442,184440
854,547567,184403
855,547371,184855
856,547567,184403
857,547384,184420
858,547442,184440
859,547603,184773
860,547269,184326
861,547084,184529
862,547084,184529
863,547154,184735
864,546824,184650
865,547269,184326
866,547084,184529
867,546861,184712
868,547084,184529
869,547269,184326
870,547126,184701
871,549327,185190
872,548880,185127
873,549294,185016
874,549239,184920
875,548859,184843
876,548859,184843
877,548859,184843
878,549239,184920
879,549239,184920
880,549113,184802
881,549113,184802
882,548859,184843
883,548859,184843
884,548859,184843
885,548859,184843
886,549114,184777
887,549304,185068
888,549239,184920
889,549304,185068
890,549239,184920
891,548859,184843
892,549114,184777
893,549114,184777
894,549114,184777
895,549113,184802
896,548859,184843
897,548859,184843
898,549113,184802
899,549113,184802
900,549114,184777
901,548437,185111
902,548790,185209
903,548256,184899
904,548619,184894
905,548256,184899
906,548437,185111
907,548682,185175
908,548476,184657
909,548191,184721
910,548557,184908
911,548960,185092
912,548960,185092
913,548960,185092
914,548960,185092
915,548960,185092
916,548682,185175
917,548619,184894
918,548191,184721
919,548960,185092
920,548960,185092
921,548960,185092
922,548893,183868
923,548589,184317
924,548811,183902
925,548811,183902
926,548367,184304
927,548811,183902
928,548893,183868
929,548367,184304
930,548911,184416
931,548840,184524
932,548840,184524
933,548840,184524
934,548911,184416
935,549055,184668
936,548911,184416
937,549055,184668
938,549055,184668
939,548822,184623
940,549055,184668
941,549055,184668
942,548911,184416
943,548921,184488
944,549055,184668
945,549132,184256
946,549132,184256
947,549228,184142
948,549228,184142
949,549309,184022
950,549132,184256
951,549132,184256
952,549228,184142
953,549228,184142
954,549132,184256
955,549132,184256
956,549242,184461
957,549130,184153
958,549132,184256
959,549289,184089
960,549228,184142
961,549132,184256
962,549132,184256
963,549132,184256
964,548903,184073
965,549019,184023
966,549085,184129
967,549085,184129
968,548883,184286
969,548785,184484
970,548866,184158
971,550112,184236
972,550409,183997
973,550473,183935
974,550409,183997
975,550331,184218
976,550494,184211
977,550652,184117
978,550585,184142
979,550409,183997
980,549968,184038
981,550494,184211
982,550409,183997
983,550409,183997
984,550331,184218
985,550331,184218
986,550331,184218
987,550661,184366
988,550134,184502
989,550134,184502
990,550372,184299
991,550397,184390
992,550372,184299
993,550661,184366
994,550134,184502
995,550372,184299
996,550323,184460
997,550270,184630
998,550323,184460
999,550397,184390
1000,550270,184630
1001,550270,184630
1002,550134,184502
1003,550270,184630
1004,550270,184630
1005,550323,184460
1006,549463,184404
1007,549109,184626
1008,549109,184626
1009,549109,184626
1010,549109,184626
1011,549109,184626
1012,549582,184447
1013,549109,184626
1014,549109,184626
1015,549369,184222
1016,549424,184619
1017,549309,184613
1018,549109,184626
1019,549309,184613
1020,549604,184740
1021,549109,184626
1022,549083,184668
1023,549109,184626
1024,549604,184740
1025,549109,184626
1026,549329,184246
1027,549109,184626
1028,549109,184626
1029,549109,184626
1030,549109,184626
1031,549083,184668
1032,549404,184415
1033,549704,184590
1034,549807,184723
1035,549807,184723
1036,549887,184525
1037,549704,184590
1038,549695,184452
1039,549807,184723
1040,550003,184664
1041,549891,184625
1042,549807,184723
1043,549807,184723
1044,549824,184811
1045,550003,184664
1046,550003,184664
1047,549621,184648
1048,549824,184811
1049,549871,184603
1050,550007,184516
1051,549695,184452
1052,549621,184648
1053,544385,184409
1054,544385,184409
1055,544385,184409
1056,544134,184281
1057,544385,184409
1058,544385,184409
1059,544385,184409
1060,544344,184479
1061,544344,184479
1062,544385,184409
1063,544344,184479
1064,544344,184479
1065,544382,184287
1066,544385,184409
1067,544030,184292
1068,544382,184287
1069,544382,184287
1070,544382,184287
1071,544385,184409
1072,544382,184287
1073,544030,184292
1074,544382,184287
1075,544382,184287
1076,544382,184287
1077,544030,184292
1078,544134,184281
1079,544382,184287
1080,544382,184287
1081,544344,184479
1082,544344,184479
1083,543936,184342
1084,543910,184496
1085,544134,184281
1086,543936,184342
1087,544056,184284
1088,544056,184284
1089,544056,184284
1090,543936,184342
1091,544385,184409
1092,544382,184287
1093,543910,184496
1094,543827,184114
1095,543830,184392
1096,543504,184245
1097,543830,184392
1098,543827,184114
1099,543827,184114
1100,543827,184114
1101,543827,184114
1102,543827,184114
1103,543504,184245
1104,543827,184114
1105,543830,184392
1106,543843,184550
1107,543830,184392
1108,543827,184114
1109,543830,184392
1110,543830,184392
1111,543694,184612
1112,543843,184550
1113,543632,184025
1114,543830,184392
1115,543827,184114
1116,543843,184550
1117,543827,184114
1118,543830,184392
1119,543830,184392
1120,543694,184612
1121,544091,184141
1122,544317,184029
1123,544358,184110
1124,544402,184268
1125,544402,184268
1126,544261,184317
1127,544402,184268
1128,544317,184029
1129,544091,184141
1130,544358,184110
1131,544091,184141
1132,544463,184068
1133,544402,184268
1134,544301,183800
1135,544317,184029
1136,544463,184068
1137,544317,184029
1138,544463,184068
1139,544317,184029
1140,544402,184268
1141,544317,184029
1142,544324,183880
1143,544301,183800
1144,544317,184029
1145,544358,184110
1146,544261,184317
1147,544634,184103
1148,544317,184029
1149,544463,184068
1150,544358,184110
1151,544324,183880
1152,544402,184268
1153,544324,183880
1154,544402,184268
1155,544317,184029
1156,544402,184268
1157,544317,184029
1158,544358,184110
1159,544463,184068
1160,544402,184268
1161,544324,183880
1162,544443,184277
1163,544206,184210
1164,544402,184268
1165,544372,183887
1166,544358,184110
1167,544402,184268
1168,544326,183851
1169,544438,184163
1170,544446,183973
1171,544146,183980
1172,544317,184029
1173,544150,184067
1174,544146,183980
1175,544206,184210
1176,544402,184268
1177,544443,184277
1178,544091,184141
1179,544402,184268
1180,544206,184210
1181,544317,184029
1182,544438,184163
1183,544146,183980
1184,544206,184210
1185,544206,184210
1186,544438,184163
1187,544443,184277
1188,544402,184268
1189,544402,184268
1190,544206,184210
1191,544438,184163
1192,544372,183887
1193,544146,183980
1194,544402,184268
1195,544463,184068
1196,544443,184277
1197,544438,184163
1198,544564,184021
1199,544273,183777
1200,544146,183980
1201,544435,183906
1202,544402,184268
1203,544273,183777
1204,544317,184029
1205,544206,184210
1206,544443,184277
1207,544150,184067
1208,544438,184163
1209,544438,184163
1210,544317,184029
1211,544438,184163
1212,544438,184163
1213,544438,184163
1214,544402,184268
1215,544146,183980
1216,544438,184163
1217,544438,184163
1218,544146,183980
1219,544438,184163
1220,544438,184163
1221,544146,183980
1222,544482,184222
1223,544146,183980
1224,544438,184163
1225,544438,184163
1226,544146,183980
1227,544438,184163
1228,544317,184029
1229,544146,183980
1230,544564,184021
1231,544435,183906
1232,544438,184163
1233,544634,184103
1234,544402,184268
1235,544358,184110
1236,544358,184110
1237,544402,184268
1238,544463,184068
1239,544358,184110
1240,544446,183973
1241,544438,184163
1242,544402,184268
1243,544317,184029
1244,543758,184574
1245,544135,184641
1246,543758,184574
1247,543950,184705
1248,543859,184786
1249,543758,184574
1250,543859,184786
1251,544098,184636
1252,543719,184672
1253,543719,184672
1254,543719,184672
1255,543758,184574
1256,543971,184786
1257,543950,184705
1258,544098,184636
1259,543758,184574
1260,543950,184705
1261,543981,184709
1262,543971,184786
1263,543950,184705
1264,543719,184672
1265,543859,184786
1266,543950,184705
1267,543950,184705
1268,544898,184414
1269,544824,184384
1270,544840,184219
1271,544824,184384
1272,544898,184414
1273,544840,184219
1274,544961,184453
1275,544961,184453
1276,544961,184453
1277,544394,184580
1278,544629,184551
1279,544629,184551
1280,544629,184551
1281,544394,184580
1282,544481,184526
1283,544481,184526
1284,544692,184293
1285,544720,184517
1286,544629,184551
1287,544629,184551
1288,544629,184551
1289,544589,184375
1290,544629,184551
1291,544629,184551
1292,544729,184372
1293,544640,184334
1294,544589,184375
1295,544729,184372
1296,544720,184517
1297,544640,184334
1298,544629,184551
1299,544629,184551
1300,544629,184551
1301,544589,184375
1302,544589,184375
1303,544589,184375
1304,544589,184375
1305,544321,184623
1306,544384,184665
1307,544384,184665
1308,544487,184758
1309,544466,184689
1310,544466,184689
1311,544466,184689
1312,544384,184665
1313,545120,184049
1314,545321,183786
1315,545217,183862
1316,545321,183786
1317,545150,183901
1318,544905,183999
1319,545321,183786
1320,544905,183999
1321,544981,184032
1322,544905,183999
1323,544905,183999
1324,544905,183999
1325,545150,183901
1326,545150,183901
1327,545237,183989
1328,544905,183999
1329,545237,183989
1330,545173,184657
1331,544880,184620
1332,544934,184669
1333,544880,184620
1334,544934,184669
1335,544934,184669
1336,544934,184669
1337,545173,184657
1338,544880,184620
1339,545161,184426
1340,544934,184669
1341,545161,184426
1342,546761,184136
1343,546761,184136
1344,546815,184297
1345,546932,184372
1346,546937,184257
1347,546434,184180
1348,545821,184189
1349,546434,184180
1350,546318,184111
1351,545924,184112
1352,546318,184111
1353,546000,184017
1354,546000,184017
1355,545924,184112
1356,546068,184114
1357,545924,184112
1358,546068,184114
1359,546434,184180
1360,546000,184017
1361,546434,184180
1362,546434,184180
1363,546000,184017
1364,546434,184180
1365,546376,184253
1366,546434,184180
1367,546231,184175
1368,546131,184186
1369,546131,184186
1370,546318,184111
1371,546231,184175
1372,545821,184189
1373,546231,184175
1374,547232,184155
1375,547208,183952
1376,547209,184077
1377,547208,183952
1378,547141,184144
1379,547232,184155
1380,547232,184155
1381,546717,184433
1382,546717,184433
1383,546907,184528
1384,546717,184433
1385,546633,185026
1386,546633,185026
1387,546780,185014
1388,546780,185014
1389,546670,184593
1390,546670,184593
1391,546670,184593
1392,546717,184433
1393,546787,184586
1394,546670,184593
1395,546616,184479
1396,546702,185130
1397,546689,184657
1398,546616,184479
1399,546670,184593
1400,548044,184158
1401,548044,184158
1402,547959,184268
1403,548028,184276
1404,548268,184257
1405,547907,184004
1406,548137,184045
1407,548137,184045
1408,547936,183924
1409,548268,184257
1410,548268,184257
1411,547804,183891
1412,547804,183891
1413,547804,183891
1414,547804,183891
1415,547416,184242
1416,547804,183891
1417,547804,183891
1418,547653,184003
1419,547804,183891
1420,547509,184069
1421,547416,184242
1422,547653,184003
1423,547497,183917
1424,547509,184069
1425,547509,184069
1426,547804,183891
1427,547653,184003
1428,547804,183891
1429,548463,184020
1430,548463,184020
1431,548323,183773
1432,548463,184020
1433,548463,184020
